Export of Imageset lab3 (ball annotations in bounding boxes)
[team|labvision1819]
[set|lab3]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::ball|frame0074.jpg|640|480|296|344|366|410|331.0|377.0|70|66
label::ball|frame0073.jpg|640|480|310|344|377|410|343.5|377.0|67|66
label::ball|frame0072.jpg|640|480|307|343|374|410|340.5|376.5|67|67
label::ball|frame0071.jpg|640|480|325|342|393|409|359.0|375.5|68|67
label::ball|frame0070.jpg|640|480|332|342|401|409|366.5|375.5|69|67
label::ball|frame0069.jpg|640|480|333|343|401|407|367.0|375.0|68|64
label::ball|frame0068.jpg|640|480|329|341|396|401|362.5|371.0|67|60
label::ball|frame0067.jpg|640|480|323|340|392|403|357.5|371.5|69|63
label::ball|frame0066.jpg|640|480|313|332|378|398|345.5|365.0|65|66
label::ball|frame0065.jpg|640|480|309|332|376|397|342.5|364.5|67|65
label::ball|frame0064.jpg|640|480|308|336|376|400|342.0|368.0|68|64
label::ball|frame0063.jpg|640|480|314|338|383|402|348.5|370.0|69|64
label::ball|frame0062.jpg|640|480|316|345|386|412|351.0|378.5|70|67
label::ball|frame0061.jpg|640|480|316|355|385|422|350.5|388.5|69|67
label::ball|frame0060.jpg|640|480|306|351|376|417|341.0|384.0|70|66
label::ball|frame0059.jpg|640|480|305|343|373|413|339.0|378.0|68|70
label::ball|frame0058.jpg|640|480|307|343|374|412|340.5|377.5|67|69
label::ball|frame0057.jpg|640|480|314|344|383|412|348.5|378.0|69|68
label::ball|frame0056.jpg|640|480|314|350|384|415|349.0|382.5|70|65
label::ball|frame0055.jpg|640|480|316|355|385|422|350.5|388.5|69|67
label::ball|frame0054.jpg|640|480|310|354|377|419|343.5|386.5|67|65
label::ball|frame0053.jpg|640|480|307|350|372|413|339.5|381.5|65|63
label::ball|frame0052.jpg|640|480|312|345|380|410|346.0|377.5|68|65
label::ball|frame0051.jpg|640|480|315|349|382|415|348.5|382.0|67|66
label::ball|frame0050.jpg|640|480|315|351|383|417|349.0|384.0|68|66
label::ball|frame0049.jpg|640|480|314|353|380|417|347.0|385.0|66|64
label::ball|frame0045.jpg|640|480|313|346|380|410|346.5|378.0|67|64
label::ball|frame0044.jpg|640|480|312|350|382|414|347.0|382.0|70|64
label::ball|frame0043.jpg|640|480|313|350|382|415|347.5|382.5|69|65
label::ball|frame0042.jpg|640|480|310|350|378|414|344.0|382.0|68|64
label::ball|frame0601.jpg|640|480|277|338|345|408|311.0|373.0|68|70
label::ball|frame0600.jpg|640|480|270|338|340|408|305.0|373.0|70|70
label::ball|frame0599.jpg|640|480|272|339|342|406|307.0|372.5|70|67
label::ball|frame0598.jpg|640|480|266|336|330|404|298.0|370.0|64|68
label::ball|frame0597.jpg|640|480|266|329|331|397|298.5|363.0|65|68
label::ball|frame0592.jpg|640|480|275|293|340|356|307.5|324.5|65|63
label::ball|frame0591.jpg|640|480|272|301|341|365|306.5|333.0|69|64
label::ball|frame0589.jpg|640|480|279|309|346|378|312.5|343.5|67|69
label::ball|frame0588.jpg|640|480|293|339|362|406|327.5|372.5|69|67
label::ball|frame0582.jpg|640|480|301|342|365|410|333.0|376.0|64|68
label::ball|frame0579.jpg|640|480|291|333|356|400|323.5|366.5|65|67
label::ball|frame0578.jpg|640|480|289|330|357|398|323.0|364.0|68|68
label::ball|frame0577.jpg|640|480|299|327|363|396|331.0|361.5|64|69
label::ball|frame0576.jpg|640|480|298|320|363|392|330.5|356.0|65|72
label::ball|frame0573.jpg|640|480|289|306|352|378|320.5|342.0|63|72
label::ball|frame0571.jpg|640|480|293|301|357|366|325.0|333.5|64|65
label::ball|frame0570.jpg|640|480|293|300|357|365|325.0|332.5|64|65
label::ball|frame0563.jpg|640|480|268|286|331|349|299.5|317.5|63|63
label::ball|frame0562.jpg|640|480|268|288|331|350|299.5|319.0|63|62
label::ball|frame0560.jpg|640|480|269|288|329|351|299.0|319.5|60|63
label::ball|frame0558.jpg|640|480|255|286|322|352|288.5|319.0|67|66
label::ball|frame0557.jpg|640|480|257|285|324|349|290.5|317.0|67|64
label::ball|frame0555.jpg|640|480|267|288|329|350|298.0|319.0|62|62
label::ball|frame0554.jpg|640|480|260|286|326|351|293.0|318.5|66|65
label::ball|frame0552.jpg|640|480|253|286|320|351|286.5|318.5|67|65
label::ball|frame0550.jpg|640|480|254|287|320|352|287.0|319.5|66|65
label::ball|frame0546.jpg|640|480|266|287|328|350|297.0|318.5|62|63
label::ball|frame0543.jpg|640|480|254|283|319|352|286.5|317.5|65|69
label::ball|frame0542.jpg|640|480|257|286|323|351|290.0|318.5|66|65
label::ball|frame0541.jpg|640|480|260|287|326|350|293.0|318.5|66|63
label::ball|frame0540.jpg|640|480|259|286|325|351|292.0|318.5|66|65
label::ball|frame0539.jpg|640|480|258|286|324|351|291.0|318.5|66|65
label::ball|frame0538.jpg|640|480|259|286|325|350|292.0|318.0|66|64
label::ball|frame0535.jpg|640|480|261|285|325|349|293.0|317.0|64|64
label::ball|frame0534.jpg|640|480|252|290|315|352|283.5|321.0|63|62
label::ball|frame0487.jpg|640|480|370|294|430|359|400.0|326.5|60|65
label::ball|frame0458.jpg|640|480|398|319|461|378|429.5|348.5|63|59
label::ball|frame0444.jpg|640|480|338|305|399|371|368.5|338.0|61|66
label::ball|frame0443.jpg|640|480|336|319|398|380|367.0|349.5|62|61
label::ball|frame0440.jpg|640|480|334|359|402|427|368.0|393.0|68|68
label::ball|frame0439.jpg|640|480|325|357|388|427|356.5|392.0|63|70
label::ball|frame0437.jpg|640|480|324|334|389|399|356.5|366.5|65|65
label::ball|frame0436.jpg|640|480|341|327|402|394|371.5|360.5|61|67
label::ball|frame0435.jpg|640|480|342|318|401|383|371.5|350.5|59|65
label::ball|frame0434.jpg|640|480|336|315|400|382|368.0|348.5|64|67
label::ball|frame0433.jpg|640|480|327|309|389|376|358.0|342.5|62|67
label::ball|frame0432.jpg|640|480|324|307|390|372|357.0|339.5|66|65
label::ball|frame0431.jpg|640|480|325|306|388|371|356.5|338.5|63|65
label::ball|frame0430.jpg|640|480|332|308|395|371|363.5|339.5|63|63
label::ball|frame0429.jpg|640|480|328|294|389|359|358.5|326.5|61|65
label::ball|frame0428.jpg|640|480|332|296|394|363|363.0|329.5|62|67
label::ball|frame0427.jpg|640|480|323|295|386|360|354.5|327.5|63|65
label::ball|frame0426.jpg|640|480|323|309|385|374|354.0|341.5|62|65
label::ball|frame0425.jpg|640|480|330|320|392|380|361.0|350.0|62|60
label::ball|frame0424.jpg|640|480|329|346|394|415|361.5|380.5|65|69
label::ball|frame0423.jpg|640|480|329|342|392|408|360.5|375.0|63|66
label::ball|frame0422.jpg|640|480|323|338|387|406|355.0|372.0|64|68
label::ball|frame0420.jpg|640|480|315|318|377|383|346.0|350.5|62|65
label::ball|frame0419.jpg|640|480|327|315|389|378|358.0|346.5|62|63
label::ball|frame0418.jpg|640|480|326|307|386|372|356.0|339.5|60|65
label::ball|frame0417.jpg|640|480|324|303|385|371|354.5|337.0|61|68
label::ball|frame0416.jpg|640|480|325|305|385|373|355.0|339.0|60|68
label::ball|frame0414.jpg|640|480|313|309|376|375|344.5|342.0|63|66
label::ball|frame0413.jpg|640|480|320|330|389|398|354.5|364.0|69|68
label::ball|frame0412.jpg|640|480|325|342|395|410|360.0|376.0|70|68
label::ball|frame0407.jpg|640|480|325|327|390|394|357.5|360.5|65|67
label::ball|frame0403.jpg|640|480|317|307|381|370|349.0|338.5|64|63
label::ball|frame0402.jpg|640|480|315|300|382|363|348.5|331.5|67|63
label::ball|frame0401.jpg|640|480|313|293|378|359|345.5|326.0|65|66
label::ball|frame0400.jpg|640|480|326|290|387|359|356.5|324.5|61|69
label::ball|frame0399.jpg|640|480|324|289|390|353|357.0|321.0|66|64
label::ball|frame0398.jpg|640|480|327|281|392|344|359.5|312.5|65|63
label::ball|frame0397.jpg|640|480|330|284|394|345|362.0|314.5|64|61
label::ball|frame0396.jpg|640|480|334|278|396|342|365.0|310.0|62|64
label::ball|frame0395.jpg|640|480|335|275|398|337|366.5|306.0|63|62
label::ball|frame0394.jpg|640|480|342|275|407|336|374.5|305.5|65|61
label::ball|frame0393.jpg|640|480|359|275|422|340|390.5|307.5|63|65
label::ball|frame0392.jpg|640|480|361|269|425|329|393.0|299.0|64|60
label::ball|frame0391.jpg|640|480|366|268|426|328|396.0|298.0|60|60
label::ball|frame0390.jpg|640|480|360|266|422|327|391.0|296.5|62|61
label::ball|frame0389.jpg|640|480|360|259|423|323|391.5|291.0|63|64
label::ball|frame0388.jpg|640|480|358|257|414|314|386.0|285.5|56|57
label::ball|frame0387.jpg|640|480|364|256|426|313|395.0|284.5|62|57
label::ball|frame0386.jpg|640|480|367|244|427|305|397.0|274.5|60|61
label::ball|frame0385.jpg|640|480|368|247|426|304|397.0|275.5|58|57
label::ball|frame0384.jpg|640|480|378|243|438|301|408.0|272.0|60|58
label::ball|frame0383.jpg|640|480|390|243|444|296|417.0|269.5|54|53
label::ball|frame0382.jpg|640|480|414|246|468|303|441.0|274.5|54|57
label::ball|frame0381.jpg|640|480|443|256|494|306|468.5|281.0|51|50
label::ball|frame0379.jpg|640|480|480|269|527|322|503.5|295.5|47|53
label::ball|frame0378.jpg|640|480|504|290|553|339|528.5|314.5|49|49
label::ball|frame0040.jpg|640|480|304|348|373|413|338.5|380.5|69|65
label::ball|frame0037.jpg|640|480|312|348|380|412|346.0|380.0|68|64
label::ball|frame0036.jpg|640|480|312|347|379|412|345.5|379.5|67|65
label::ball|frame0035.jpg|640|480|311|346|379|411|345.0|378.5|68|65
label::ball|frame0034.jpg|640|480|313|345|380|410|346.5|377.5|67|65
label::ball|frame0033.jpg|640|480|306|343|370|412|338.0|377.5|64|69
label::ball|frame0032.jpg|640|480|306|344|369|411|337.5|377.5|63|67
label::ball|frame0031.jpg|640|480|301|343|369|410|335.0|376.5|68|67
label::ball|frame0030.jpg|640|480|307|343|370|409|338.5|376.0|63|66
label::ball|frame0029.jpg|640|480|310|342|379|408|344.5|375.0|69|66
label::ball|frame0028.jpg|640|480|310|342|378|405|344.0|373.5|68|63
label::ball|frame0027.jpg|640|480|310|341|378|405|344.0|373.0|68|64
label::ball|frame0026.jpg|640|480|301|341|367|405|334.0|373.0|66|64
label::ball|frame0025.jpg|640|480|299|343|367|408|333.0|375.5|68|65
label::ball|frame0024.jpg|640|480|299|343|364|408|331.5|375.5|65|65
label::ball|frame0023.jpg|640|480|299|344|365|410|332.0|377.0|66|66
label::ball|frame0021.jpg|640|480|303|349|375|416|339.0|382.5|72|67
label::ball|frame0020.jpg|640|480|303|352|374|418|338.5|385.0|71|66
label::ball|frame0019.jpg|640|480|303|352|373|418|338.0|385.0|70|66
label::ball|frame0018.jpg|640|480|294|351|362|417|328.0|384.0|68|66
label::ball|frame0017.jpg|640|480|294|351|362|416|328.0|383.5|68|65
label::ball|frame0014.jpg|640|480|302|348|374|417|338.0|382.5|72|69
label::ball|frame0013.jpg|640|480|303|346|373|414|338.0|380.0|70|68
label::ball|frame0012.jpg|640|480|303|346|372|415|337.5|380.5|69|69
label::ball|frame0011.jpg|640|480|296|348|366|413|331.0|380.5|70|65
label::ball|frame0010.jpg|640|480|292|348|361|412|326.5|380.0|69|64
label::ball|frame0009.jpg|640|480|292|345|362|411|327.0|378.0|70|66
label::ball|frame0008.jpg|640|480|293|347|362|412|327.5|379.5|69|65
label::ball|frame0007.jpg|640|480|294|347|363|412|328.5|379.5|69|65
label::ball|frame0006.jpg|640|480|299|348|369|413|334.0|380.5|70|65
label::ball|frame0006.jpg|640|480|287|342|377|416|332.0|379.0|90|74
label::ball|frame0005.jpg|640|480|299|348|370|416|334.5|382.0|71|68
label::ball|frame0004.jpg|640|480|298|350|369|416|333.5|383.0|71|66
label::ball|frame0003.jpg|640|480|298|350|369|416|333.5|383.0|71|66
label::ball|frame0002.jpg|640|480|299|351|369|417|334.0|384.0|70|66
label::ball|frame0001.jpg|640|480|290|349|360|416|325.0|382.5|70|67
label::ball|frame0000.jpg|640|480|290|348|360|415|325.0|381.5|70|67
